	OTU3	OTU1	OTU5	OTU4	OTU2	OTU21	OTU7	OTU6	OTU13	OTU8	OTU10	OTU9	OTU16	OTU60	OTU11	OTU90	OTU20	OTU19	OTU33	OTU18	OTU14	OTU32	OTU27	OTU22	OTU145	OTU621	OTU34	OTU24	OTU26	OTU25	OTU37	OTU28	OTU56	OTU44	OTU248	OTU36	OTU31	OTU30	OTU29	OTU17	OTU40	OTU53	OTU38	OTU71	OTU46	OTU42	OTU49	OTU39	OTU67	OTU50	OTU754	OTU339	OTU41	OTU54	OTU55	OTU45	OTU23	OTU47	OTU51	OTU43	OTU66	OTU309	OTU64	OTU52	OTU63	OTU279	OTU61	OTU65	OTU59	OTU69	OTU77	OTU98	OTU76	OTU68	OTU79	OTU81	OTU73	OTU72	OTU82	OTU78	OTU112	OTU108	OTU106	OTU75	OTU99	OTU84	OTU74	OTU114	OTU97	OTU118	OTU83	OTU92	OTU80	OTU88	OTU85	OTU107	OTU866	OTU115	OTU435	OTU759	OTU87	OTU104	OTU91	OTU94	OTU519	OTU86	OTU89	OTU102	OTU117	OTU96	OTU101	OTU100	OTU485	OTU1102	OTU129	OTU319	OTU140	OTU2779	OTU105	OTU403	OTU336	OTU329	OTU111	OTU133	OTU1574	OTU220	OTU110	OTU116	OTU109	OTU113	OTU120	OTU121	OTU150	OTU122	OTU128	OTU179	OTU134	OTU2483	OTU119	OTU148	OTU165	OTU123	OTU137	OTU142	OTU127	OTU158	OTU250	OTU136	OTU196	OTU135	OTU130	OTU212	OTU126	OTU160	OTU163	OTU132	OTU223	OTU139	OTU125	OTU146	OTU151	OTU131	OTU270	OTU147	OTU201	OTU138	OTU1175	OTU545	OTU149	OTU3642	OTU156	OTU479	OTU208	OTU155	OTU162	OTU164	OTU143	OTU166	OTU186	OTU221	OTU738	OTU189	OTU153	OTU161	OTU236	OTU1516	OTU170	OTU172	OTU228	OTU157	OTU262	OTU188	OTU889	OTU171	OTU168	OTU192	OTU169	OTU205	OTU198	OTU254	OTU187	OTU306	OTU185	OTU310	OTU194	OTU213	OTU159	OTU191	OTU176	OTU269	OTU235	OTU180	OTU1673	OTU199	OTU1458	OTU174	OTU184	OTU152	OTU175	OTU2574	OTU178	OTU325	OTU182	OTU219	OTU265	OTU203	OTU618	OTU209	OTU211	OTU1298	OTU177	OTU210	OTU231	OTU215	OTU195	OTU416	OTU234	OTU190	OTU268	OTU528	OTU384	OTU380	OTU225	OTU167	OTU229	OTU200	OTU2743	OTU372	OTU197	OTU206	OTU216	OTU193	OTU218	OTU2733	OTU214	OTU258	OTU224	OTU2142	OTU1748	OTU204	OTU307	OTU284	OTU291	OTU217	OTU249	OTU233	OTU386	OTU243	OTU264	OTU239	OTU1093	OTU2091	OTU222	OTU266	OTU1443	OTU230	OTU255	OTU298	OTU334	OTU1267	OTU321	OTU341	OTU1091	OTU245	OTU246	OTU257	OTU240	OTU256	OTU253	OTU300	OTU237	OTU290	OTU280	OTU259	OTU2184	OTU304	OTU2366	OTU342	OTU282	OTU238	OTU281	OTU292	OTU244	OTU285	OTU287	OTU226	OTU272	OTU260	OTU274	OTU656	OTU276	OTU345	OTU1514	OTU802	OTU271	OTU289	OTU1517	OTU288	OTU426	OTU286	OTU273	OTU379	OTU299	OTU1586	OTU263	OTU492	OTU275	OTU296	OTU297	OTU301	OTU330	OTU278	OTU1944	OTU1684	OTU600	OTU293	OTU322	OTU524	OTU2314	OTU390	OTU294	OTU305	OTU317	OTU303	OTU312	OTU302	OTU332	OTU849	OTU267	OTU295	OTU311	OTU353	OTU2330	OTU343	OTU1356	OTU448	OTU331	OTU333	OTU324	OTU349	OTU344	OTU283	OTU338	OTU314	OTU357	OTU318	OTU355	OTU388	OTU354	OTU356	OTU328	OTU326	OTU327	OTU352	OTU315	OTU365	OTU374	OTU313	OTU1208	OTU438	OTU335	OTU362	OTU337	OTU359	OTU399	OTU389	OTU316	OTU346	OTU367	OTU1554	OTU2078	OTU396	OTU2725	OTU3082	OTU323	OTU1568	OTU586	OTU446	OTU369	OTU407	OTU350	OTU467	OTU3134	OTU364	OTU368	OTU1334	OTU351	OTU377	OTU415	OTU393	OTU1382	OTU347	OTU385	OTU402	OTU494	OTU308	OTU447	OTU430	OTU1189	OTU392	OTU381	OTU1017	OTU410	OTU432	OTU348	OTU387	OTU506	OTU424	OTU361	OTU395	OTU1330	OTU626	OTU1731	OTU3105	OTU378	OTU414	OTU433	OTU360	OTU455	OTU3084	OTU437	OTU363	OTU508	OTU476	OTU383	OTU1462	OTU2090	OTU371	OTU510	OTU358	OTU594	OTU423	OTU394	OTU405	OTU412	OTU512	OTU370	OTU406	OTU375	OTU2065	OTU1820	OTU391	OTU397	OTU1760	OTU366	OTU421	OTU441	OTU1707	OTU674	OTU439	OTU480	OTU522	OTU2606	OTU2967	OTU449	OTU404	OTU376	OTU418	OTU411	OTU2455	OTU428	OTU431	OTU868	OTU442	OTU2038	OTU409	OTU413	OTU565	OTU3135	OTU2469	OTU698	OTU457	OTU770	OTU1933	OTU2408	OTU746	OTU605	OTU606	OTU557	OTU1345	OTU3492	OTU429	OTU535	OTU2056	OTU474	OTU1676	OTU715	OTU436	OTU2497	OTU434	OTU590	OTU1184	OTU505	OTU530	OTU589	OTU484	OTU1846	OTU452	OTU548	OTU382	OTU408	OTU417	OTU481	OTU534	OTU1004	OTU462	OTU477	OTU509	OTU701	OTU546	OTU472	OTU1329	OTU451	OTU463	OTU445	OTU478	OTU526	OTU672	OTU420	OTU2103	OTU458	OTU500	OTU504	OTU3619	OTU440	OTU471	OTU456	OTU1033	OTU2027	OTU3389	OTU552	OTU501	OTU427	OTU2616	OTU473	OTU487	OTU711	OTU468	OTU2607	OTU493	OTU531	OTU1580	OTU1595	OTU454	OTU578	OTU885	OTU1247	OTU1726	OTU641	OTU469	OTU1186	OTU1195	OTU3257	OTU459	OTU488	OTU465	OTU502	OTU776	OTU2323	OTU2747	OTU662	OTU2914	OTU576	OTU489	OTU1151	OTU523	OTU550	OTU556	OTU567	OTU688	OTU450	OTU453	OTU470	OTU483	OTU2284	OTU525	OTU554	OTU551	OTU2015	OTU1678	OTU461	OTU515	OTU425	OTU464	OTU575	OTU595	OTU685	OTU2746	OTU1581	OTU1711	OTU1809	OTU593	OTU533	OTU536	OTU497	OTU495	OTU499	OTU482	OTU513	OTU619	OTU498	OTU543	OTU1589	OTU491	OTU529	OTU1437	OTU503	OTU570	OTU1375	OTU1778	OTU1113	OTU1291	OTU566	OTU486	OTU705	OTU588	OTU609	OTU1251	OTU514	OTU630	OTU549	OTU781	OTU507	OTU511	OTU563	OTU579	OTU466	OTU539	OTU555	OTU2270	OTU873	OTU490	OTU521	OTU572	OTU1007	OTU1183	OTU644	OTU541	OTU573	OTU581	OTU547	OTU601	OTU561	OTU613	OTU635	OTU568	OTU516	OTU517	OTU598	OTU2724	OTU587	OTU607	OTU532	OTU559	OTU1555	OTU602	OTU794	OTU537	OTU2135	OTU2584	OTU604	OTU629	OTU597	OTU620	OTU3688	OTU1114	OTU2384	OTU888	OTU527	OTU689	OTU615	OTU2096	OTU3386	OTU580	OTU642	OTU1128	OTU1891	OTU577	OTU583	OTU599	OTU633	OTU1495	OTU617	OTU538	OTU569	OTU591	OTU657	OTU2039	OTU2208	OTU611	OTU520	OTU574	OTU690	OTU603	OTU2925	OTU542	OTU608	OTU638	OTU654	OTU786	OTU518	OTU558	OTU560	OTU660	OTU671	OTU740	OTU691	OTU696	OTU1117	OTU562	OTU675	OTU584	OTU1890	OTU585	OTU1160	OTU668	OTU2687	OTU650	OTU700	OTU1815	OTU792	OTU1056	OTU1444	OTU3129	OTU3294	OTU540	OTU643	OTU646	OTU652	OTU891	OTU632	OTU1138	OTU610	OTU647	OTU708	OTU1312	OTU2738	OTU627	OTU659	OTU2864	OTU682	OTU706	OTU721	OTU2982	OTU592	OTU625	OTU622	OTU624	OTU655	OTU750	OTU1692	OTU2342	OTU667	OTU772	OTU553	OTU1368	OTU681	OTU1897	OTU616	OTU3388	OTU614	OTU639	OTU676	OTU686	OTU623	OTU3370	OTU634	OTU661	OTU1203	OTU670	OTU2734	OTU571	OTU716	OTU612	OTU684	OTU694	OTU1916	OTU679	OTU2786	OTU3284	OTU719	OTU1126	OTU636	OTU628	OTU3223	OTU2820	OTU673	OTU2037	OTU2190	OTU2269	OTU3161	OTU665	OTU669	OTU680	OTU3723	OTU649	OTU666	OTU678	OTU761	OTU3086	OTU651	OTU707	OTU723	OTU755	OTU758	OTU631	OTU699	OTU854	OTU747	OTU864	OTU1924	OTU2125	OTU743	OTU860	OTU697	OTU818	OTU687	OTU908	OTU3615	OTU798	OTU1744	OTU3538	OTU737	OTU751	OTU928	OTU664	OTU816	OTU821	OTU1280	OTU3503	OTU760	OTU763	OTU1002	OTU726	OTU745	OTU1521	OTU640	OTU782	OTU810	OTU1082	OTU2035	OTU2979	OTU785	OTU1807	OTU2987	OTU2549	OTU3346	OTU862	OTU663	OTU683	OTU742	OTU744	OTU952	OTU2285	OTU2399	OTU725	OTU941	OTU3035	OTU724	OTU857	OTU902	OTU2453	OTU3280	OTU645	OTU702	OTU709	OTU718	OTU732	OTU712	OTU1238	OTU704	OTU923	OTU729	OTU749	OTU2568	OTU3043	OTU3653	OTU812	OTU693	OTU765	OTU780	OTU1210	OTU1663	OTU3100	OTU692	OTU1068	OTU2382	OTU3269	OTU722	OTU983	OTU1710	OTU1817	OTU695	OTU2031	OTU2722	OTU720	OTU779	OTU842	OTU1494	OTU1989	OTU3175	OTU805	OTU653	OTU736	OTU773	OTU893	OTU2959	OTU789	OTU799	OTU969	OTU1693	OTU717	OTU1148	OTU907	OTU1261	OTU713	OTU753	OTU783	OTU1967	OTU2398	OTU2592	OTU784	OTU3051	OTU801	OTU1513	OTU1611	OTU2465	OTU3666	OTU822	OTU830	OTU903	OTU927	OTU1980	OTU2124	OTU2474	OTU727	OTU2484	OTU808	OTU809	OTU858	OTU714	OTU728	OTU757	OTU806	OTU2770	OTU731	OTU797	OTU3142	OTU733	OTU735	OTU764	OTU905	OTU2191	OTU777	OTU933	OTU1132	OTU1318	OTU1657	OTU2410	OTU778	OTU817	OTU881	OTU2714	OTU2807	OTU827	OTU1205	OTU829	OTU1116	OTU3137	OTU767	OTU775	OTU845	OTU879	OTU2041	OTU1039	OTU1674	OTU774	OTU855	OTU863	OTU871	OTU800	OTU875	OTU878	OTU1046	OTU2753	OTU3345	OTU3749	OTU734	OTU1060	OTU2030	OTU2277	OTU3485	OTU826	OTU874	OTU1049	OTU3545	OTU739	OTU768	OTU803	OTU884	OTU3396	OTU848	OTU896	OTU2699	OTU840	OTU856	OTU957	OTU1150	OTU2684	OTU3379	OTU811	OTU859	OTU1048	OTU1496	OTU730	OTU815	OTU930	OTU1058	OTU804	OTU831	OTU869	OTU1014	OTU3187	OTU986	OTU999	OTU1679	OTU1966	OTU3415	OTU790	OTU910	OTU982	OTU1006	OTU1080	OTU1564	OTU2854	OTU791	OTU1761	OTU3128	OTU771	OTU890	OTU1001	OTU2276	OTU3333	OTU847	OTU892	OTU899	OTU2247	OTU2414	OTU836	OTU838	OTU1610	OTU1781	OTU2452	OTU2695	OTU3276	OTU814	OTU819	OTU825	OTU936	OTU3071	OTU748	OTU837	OTU877	OTU921	OTU953	OTU954	OTU1819	OTU898	OTU900	OTU932	OTU1090	OTU2365	OTU2563	OTU2593	OTU2742	OTU846	OTU931	OTU1023	OTU2026	OTU882	OTU919	OTU1022	OTU1196	OTU3385	OTU835	OTU984	OTU1003	OTU2778	OTU876	OTU886	OTU1571	OTU2317	OTU3027	OTU820	OTU843	OTU904	OTU795	OTU880	OTU897	OTU913	OTU970	OTU1015	OTU833	OTU894	OTU926	OTU990	OTU1383	OTU2271	OTU2448	OTU2805	OTU3087	OTU853	OTU915	OTU995	OTU1166	OTU1615	OTU883	OTU949	OTU922	OTU940	OTU1057	OTU2040	OTU2360	OTU2468	OTU2721	OTU2980	OTU3317	OTU807	OTU918	OTU1104	OTU1155	OTU901	OTU979	OTU1086	OTU841	OTU844	OTU1534	OTU1594	OTU1667	OTU3575	OTU916	OTU934	OTU955	OTU971	OTU973	OTU985	OTU1013	OTU1035	OTU1354	OTU1472	OTU2406	OTU861	OTU944	OTU1010	OTU1027	OTU1094	OTU1101	OTU2720	OTU3526	OTU3537	OTU909	OTU914	OTU917	OTU935	OTU962	OTU1009	OTU3207	OTU834	OTU850	OTU887	OTU997	OTU1064	OTU1308	OTU1588	OTU1609	OTU3630	OTU813	OTU950	OTU1136	OTU1174	OTU1268	OTU1556	OTU1813	OTU1837	OTU2099	OTU3585	OTU823	OTU865	OTU867	OTU961	OTU974	OTU1337	OTU1904	OTU2485	OTU2995	OTU956	OTU1052	OTU1253	OTU1504	OTU2739	OTU895	OTU946	OTU947	OTU1170	OTU1593	OTU1750	OTU945	OTU992	OTU1019	OTU1029	OTU1222	OTU1372	OTU3184	OTU3387	OTU906	OTU960	OTU1098	OTU1106	OTU1958	OTU2672	OTU937	OTU1018	OTU1129	OTU1147	OTU2076	OTU2358	OTU870	OTU972	OTU998	OTU1005	OTU1061	OTU1063	OTU1207	OTU1211	OTU1212	OTU1623	OTU2145	OTU2246	OTU912	OTU938	OTU967	OTU1051	OTU1142	OTU1209	OTU2707	OTU929	OTU942	OTU994	OTU1020	OTU1053	OTU1071	OTU1097	OTU1118	OTU1168	OTU1218	OTU1265	OTU1430	OTU1723	OTU1880	OTU2368	OTU3125	OTU965	OTU1124	OTU1365	OTU1501	OTU2089	OTU2785	OTU3054	OTU3236	OTU3310	OTU3322	OTU3556	OTU939	OTU968	OTU989	OTU1085	OTU2074	OTU2596	OTU2752	OTU2871	OTU2962	OTU3139	OTU3154	OTU920	OTU1070	OTU3160	OTU3297	OTU981	OTU1047	OTU1163	OTU1193	OTU1379	OTU1446	OTU2608	OTU959	OTU978	OTU1066	OTU1099	OTU1105	OTU1144	OTU1152	OTU2587	OTU2938	OTU3178	OTU3343	OTU996	OTU1135	OTU1256	OTU1293	OTU1359	OTU1981	OTU2182	OTU966	OTU976	OTU1041	OTU1081	OTU1225	OTU1235	OTU1427	OTU1442	OTU1507	OTU1903	OTU2919	OTU1327	OTU1333	OTU1042	OTU1044	OTU1045	OTU1076	OTU1088	OTU1127	OTU1130	OTU1145	OTU1204	OTU1328	OTU1360	OTU1636	OTU1965	OTU3030	OTU3408	OTU3559	OTU993	OTU1038	OTU1079	OTU1095	OTU1139	OTU1154	OTU1188	OTU1228	OTU1321	OTU1384	OTU1716	OTU2361	OTU2377	OTU2691	OTU3101	OTU3364
111214	57	72	518	105	10	273	3	0	255	4	358	25	11	71	163	54	0	22	91	2	43	60	122	4	47	56	88	1	27	0	101	0	0	56	18	0	0	2	0	0	4	0	20	0	28	90	113	15	6	107	19	28	41	49	42	6	1	0	0	21	10	0	19	1	25	60	0	0	0	0	1	5	0	3	0	25	11	8	27	0	7	58	21	19	4	0	3	3	0	0	29	0	1	21	9	0	13	9	2	26	55	112	0	5	10	3	0	41	0	16	0	12	6	5	2	0	13	2	1	23	2	14	4	0	0	0	0	6	1	23	0	1	6	1	0	5	1	0	0	17	21	0	1	2	9	59	0	0	2	6	0	21	10	13	9	4	12	1	0	8	0	8	2	0	0	0	2	0	9	0	5	0	21	0	0	0	6	0	13	0	0	0	0	11	10	0	5	0	19	5	0	15	7	0	0	0	9	0	16	0	3	0	2	1	11	0	0	1	0	2	12	0	0	0	6	4	11	1	0	0	5	0	5	0	5	4	0	1	6	0	3	8	2	0	3	0	0	11	12	1	0	0	0	0	11	1	0	2	0	3	11	0	9	0	0	2	0	10	1	0	8	3	2	0	0	1	1	0	0	1	0	0	2	30	10	1	0	0	5	0	15	2	0	11	0	0	18	13	1	0	1	0	1	0	2	0	5	7	0	0	3	3	0	0	3	0	2	0	0	2	14	5	0	0	0	0	0	16	4	0	1	0	5	0	0	1	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	1	6	3	1	2	0	0	0	11	1	0	3	0	0	6	0	2	0	5	11	0	0	0	0	3	0	0	0	0	1	0	1	0	11	0	2	1	0	0	4	5	0	1	3	0	1	0	3	0	0	0	0	1	2	0	2	0	0	2	2	0	0	3	3	1	0	0	6	0	0	0	0	1	0	0	0	2	0	0	3	0	0	10	0	2	0	4	6	2	0	0	4	0	0	3	1	0	0	0	2	0	0	0	1	4	1	21	0	1	0	0	0	2	0	0	3	0	0	0	0	0	0	8	0	4	3	0	3	1	0	0	0	0	0	4	0	0	9	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	1	0	0	0	0	3	1	2	0	0	0	6	3	0	12	9	0	5	1	2	0	0	0	1	0	0	3	0	0	3	1	6	1	0	1	3	0	0	0	0	0	0	2	0	1	1	10	0	2	2	2	0	0	0	1	0	0	0	0	0	4	2	0	0	0	1	1	0	1	4	2	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	1	4	0	0	0	0	1	3	0	0	0	0	0	0	0	0	2	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	1	0	0	0	0	2	1	3	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	2	0	0	0	8	0	0	0	0	0	0	0	0	2	1	0	1	0	2	2	0	1	1	0	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	9	1	0	0	0	0	2	2	4	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	2	2	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	4	0	0	0	5	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	4	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	2	1	1	1	0	0	0	0	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	3	0	0	2	0	0	0	0	0	0	0
120320	83	64	285	136	6	213	4	0	239	2	260	476	0	79	302	39	0	2	131	2	64	100	94	0	53	43	96	0	4	0	21	0	4	26	14	0	1	1	1	0	5	1	11	0	18	126	62	6	6	54	19	26	11	28	28	20	0	7	1	1	43	4	11	2	18	32	0	0	0	0	2	5	0	0	1	20	10	0	20	1	13	20	21	12	0	0	0	2	0	2	5	0	2	5	7	0	9	29	0	39	63	59	0	61	3	10	1	41	0	12	0	19	4	6	2	1	20	9	3	14	5	23	0	0	0	0	3	3	1	22	0	0	16	59	0	6	2	0	0	12	1	0	0	21	2	12	1	0	4	5	0	7	20	2	5	1	23	0	0	2	0	2	5	0	16	0	1	0	4	0	5	0	43	2	0	5	2	0	9	0	0	0	1	1	5	0	9	0	14	12	0	5	1	0	0	0	6	10	10	0	0	3	5	11	7	10	0	11	1	15	4	0	0	11	1	4	8	0	0	0	8	0	20	1	0	1	0	1	0	0	17	3	0	1	2	0	0	13	13	0	1	2	1	0	15	0	0	3	3	1	1	0	7	0	0	0	0	13	1	0	3	6	1	0	0	3	0	0	0	1	0	0	2	6	8	1	0	0	5	1	7	0	0	2	0	0	13	5	6	0	0	0	1	7	0	0	16	1	0	0	11	2	0	0	1	0	6	0	0	1	4	5	0	0	0	0	0	10	0	0	0	1	4	0	0	2	0	4	0	0	0	1	1	0	5	6	0	1	1	1	0	0	2	3	0	1	0	0	0	1	6	0	3	0	0	5	4	0	3	3	6	0	0	6	5	7	1	1	0	0	0	20	0	9	1	0	4	0	0	0	2	2	0	3	4	0	2	0	0	0	0	0	0	0	1	3	2	0	7	4	4	2	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	2	0	0	1	0	0	6	0	0	5	2	0	0	9	5	0	0	1	2	6	9	2	1	0	6	3	0	0	0	1	3	0	0	0	0	0	0	0	0	0	10	0	0	4	0	1	0	0	3	0	0	0	2	0	0	0	0	1	0	0	5	0	0	0	2	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	1	2	0	2	1	1	0	0	1	5	0	1	0	1	0	3	0	1	1	0	1	1	0	4	1	0	1	1	0	0	1	0	0	2	1	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	7	2	0	0	0	0	0	0	0	0	2	0	0	1	0	2	1	2	4	0	3	1	0	2	1	0	5	0	0	0	1	1	2	1	0	0	0	0	0	1	1	0	0	0	0	1	2	1	5	0	0	0	0	2	1	1	4	1	0	0	0	1	6	2	2	8	0	1	3	0	0	0	0	0	2	2	0	1	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	3	8	0	0	0	0	0	2	0	0	0	1	1	0	1	0	2	0	0	2	0	0	0	1	5	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	1	0	0	2	3	0	1	4	0	2	0	0	0	0	0	0	2	1	0	0	0	0	1	1	0	4	0	0	0	0	0	0	0	0	5	2	2	0	1	0	0	0	4	1	1	0	3	0	0	0	0	0	0	0	3	0	2	0	0	3	0	1	1	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	2	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	4	0	3	0	0	0	2	0	0	0	0	4	0	0	0	0	0	4	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	3	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	3	0	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	2	0	0	2	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	1	1	0	1	0	0	1	4	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	2	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	2	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	4	0	0	0	0	0	0	0	2	0	1	4	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	2	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0
